ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global"
21422,simple,,"Hokkaido Yubari Melon Jelly",1,0,visible,"Soft, juicy Yubari melon jelly with rich flavor, perfect for any sweet craving.","Indulge in the luxurious taste of Hokkaido’s prized Yubari melon with this soft, aromatic jelly. Crafted with real melon juice, it offers a burst of sweetness and fragrance. Ideal for snacks or gifting, it’s a refreshing treat for all ages, from children to seniors​",,,taxable,,1,100,,0,0,,,,,1,,,3.50,"Dessert/ Jelly","Healthy Indulgences",,https://in-staramen.com/wp-content/uploads/2024/09/Hokkaido-Yubari-Melon-Jelly-min.png,,,,,,,,,4,,Flavour,"Yubari Melon Jelly",1,0
21423,simple,,"Yubari Melon Jelly EST",1,0,visible,"Succulent Yubari melon jelly with a soft texture, perfect for gifting or snacking.","Indulge in the rich aroma and sweetness of Yubari melon with this jelly by Hokushin Foods. Made with real melon juice from Hokkaido, its soft, refreshing texture is ideal for all ages. A luxurious treat, perfect for snacking or gifting, capturing the essence of Japan’s finest fruit​",,,taxable,,1,100,,0,0,,,,,1,,,6,"Dessert/ Jelly","Healthy Indulgences",,https://in-staramen.com/wp-content/uploads/2024/09/VideoCapture_20241007-222502.jpg,,,,,,,,,0,,,,,
21424,simple,,"Bite-sized Agar Jelly Lemon",1,0,visible,"Refreshing bite-sized lemon agar jelly, offering a light, tangy treat for all ages.","Tsukimido's bite-sized lemon agar jellies are a delightful, refreshing treat. Made with agar, a plant-based gelatin, these jellies have a smooth, firm texture and a bright lemon flavor. Perfect for those seeking a light, low-calorie dessert that’s both vegan-friendly and bursting with citrus",,,taxable,,1,100,,0,0,,,,,1,,,3,"Dessert/ Jelly","Healthy Indulgences",,https://in-staramen.com/wp-content/uploads/2024/09/37.-2038404-Bite-sized-Agar-Jelly-Lemon-1.png,,,,,,,,,0,,,,,
21425,simple,,"Drink Setouchi Shiranui Jelly",1,0,visible,"Refreshing drinkable jelly made from Setouchi Shiranui citrus, perfect on-the-go","Enjoy the vibrant taste of Setouchi Shiranui citrus in a convenient drinkable jelly form. This refreshing treat combines the sweet, tangy flavor of Shiranui oranges with a smooth jelly texture, making it a delightful and hydrating snack for any occasion",,,taxable,,1,98,,0,0,,,,,1,,,4,"Dessert/ Jelly","Healthy Indulgences",,"https://in-staramen.com/wp-content/uploads/2024/09/Drink-setouchi-shiranui-Jelly.png, https://in-staramen.com/wp-content/uploads/2024/09/Drink-setouchi-shiranui-Jelly-BACK.png",,,,,,,,,0,,,,,
21426,simple,,"Slat Konnyaku Jelly Grape",1,0,visible,"Guilt-free grape-flavored konnyaku jelly, offering a refreshing low-calorie treat","Enjoy the refreshing burst of grape flavor with Slat Konnyaku Jelly. Made from konnyaku, a plant-based gelatin, this jelly is low in calories and contains real fruit juice, offering a chewy, satisfying snack. Ideal for those seeking a healthy, vegan-friendly treat​",,,taxable,,1,100,,0,0,,,,,1,,,3,"Dessert/ Jelly","Healthy Indulgences",,https://in-staramen.com/wp-content/uploads/2024/09/35.-24011627-Slat-Konnyaku-Jelly-Grape-1.png,,,,,,,,,0,,,,,
21427,simple,,"Slatte Konjac Jelly Apple",1,0,visible,"Delicious apple-flavored konjac jelly, low-calorie and perfect for healthy snacking","Enjoy the sweet and refreshing taste of apple with Slatte Konjac Jelly. This plant-based jelly is low in calories, sugar-free, and rich in dietary fiber, making it an ideal snack for weight management and digestive health. It's vegan, gluten-free, and perfect for guilt-free indulgence",,,taxable,,1,98,,0,0,,,,,1,,,3,"Dessert/ Jelly","Healthy Indulgences",,https://in-staramen.com/wp-content/uploads/2024/09/34.-24230033-Slatte-konjac-jelly-apple-1.png,,,,,,,,,0,,,,,
21428,simple,,"Crunch Chocolate (Yuzu Ginger)",1,0,visible,"Deliciously crunchy chocolate infused with bold ginger and zesty yuzu citrus.","Enjoy the unique blend of tangy yuzu and warm ginger in Seiwa Foods' Crunch Chocolate. Each bite combines the smoothness of chocolate with a vibrant citrus kick and a spicy ginger twist, offering a refreshing and bold flavor experience. Perfect for snacking or gifting​",,,taxable,,1,,,0,0,,,,,1,,,7.50,Sweets,"Functional Snacks",,"https://in-staramen.com/wp-content/uploads/2024/09/Crunch-Chocolate-Yuzu-Ginger-1-1.png, https://in-staramen.com/wp-content/uploads/2024/09/Crunch-Chocolate-Yuzu-Ginger-3.png, https://in-staramen.com/wp-content/uploads/2024/09/Crunch-Chocolate-Yuzu-Ginger2-1.png",,,,,,,,,0,,,,,
21429,simple,,"IBARA KISS Strawberry Gummies",1,0,visible,"Chewy strawberry gummies made with Ibara Kiss strawberries, offering sweet-tart flavor.","Experience the burst of natural sweetness with IBARA KISS Strawberry Gummies, made from Ibaraki’s prized Ibara Kiss strawberries. These chewy treats balance sweetness with a hint of tartness, capturing the authentic flavor of fresh strawberries in every bite. Perfect for on-the-go snacking​",,,taxable,,1,100,,0,0,,,,,1,,,3,Sweets,"Functional Snacks",,https://in-staramen.com/wp-content/uploads/2024/09/6.-9000001-IBARA-KISS-strawberry-gummies-1.png,,,,,,,,,0,,,,,
21430,simple,,"MK Vitamin Gummy - Kyoho Grape 24g",1,0,visible,"Delicious Kyoho grape-flavored gummies packed with vitamins for antioxidant support","MK Vitamin Gummy Kyoho Grape offers a chewy and flavorful experience, rich in vitamins and calcium for bone and teeth health. With its unique Kyoho grape flavor, this gummy is a tasty and healthy snack for all ages, promoting overall wellness",,,taxable,,1,99,,0,0,,,,,1,,,2,Sweets,"Functional Snacks",,https://in-staramen.com/wp-content/uploads/2024/09/23.MK-Vitamin-Gummy-Kyoho-Grape-24g-1.png,,,,,,,,,0,,,,,
21431,simple,,"Lotus Drumstick Biscuit Hot And Spicy",1,0,visible,"Spicy, chicken-flavored biscuits shaped like drumsticks, offering a bold, crispy bite.","These crispy, chicken-shaped biscuits from Dorkbua Lotus pack a punch with their hot and spicy seasoning. Perfect for snack lovers, each bite delivers a fiery kick, balanced with savory flavors. Enjoy this fun and flavorful Thai snack anytime​",,,taxable,,1,19,,0,0,,,,,1,,,2.50,Promotion,"Functional Snacks",,"https://in-staramen.com/wp-content/uploads/2024/09/Lotus-Drumstick-Biscuit-hotspicy.png, https://in-staramen.com/wp-content/uploads/2024/09/Lotus-Drumstick-Biscuit-hotspicy-BACK-1.png",,,,,,,,,0,,,,,
21432,simple,,"YuzuMisoSebei (SteamRiceC.W.S.SoybeanP)",1,0,visible,"Delight in crisp rice crackers with tangy yuzu miso, offering a sweet-savory taste.","These Yuzu-Miso Rice Crackers by Dondoyaki Honpo balance the zesty freshness of yuzu with the rich umami of miso, all atop a crunchy, glutinous rice base. A perfect snack with a unique flavor blend, it's a must-try for lovers of traditional Japanese treats​",,,taxable,,1,150,,notify,0,,,,,1,,8,12,Promotion,"Functional Snacks",,https://in-staramen.com/wp-content/uploads/2024/09/Yuzu-Miso-Senbai.png,,,,,,,,,0,,,,,
21434,variable,,"职场达人 Superfood",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,"Beauty & Meal Replacement","Superfood & Functional Enhancements",,https://in-staramen.com/wp-content/uploads/2024/09/Red-bean-porridge-with-tangerine-peel-lotus-seeds.png,,,,,,,,,0,,Flavour,"Red Bean Porridge With Tangerine Peel & Lotus Seeds, Collagen Meiling Porridge, Milk Bird's Nest Porridge, Stewed Pear With White Fungus",1,0
21437,variation,,"职场达人 Superfood - Red Bean Porridge With Tangerine Peel & Lotus Seeds",1,0,visible,,"Enjoy the nourishing flavors of 值场达人 Red Bean Porridge. This wholesome dessert combines the earthy richness of red beans with aromatic tangerine peel and soft lotus seeds. It's a comforting, sweet dish packed with fiber and antioxidants, perfect for a soothing snack or dessert​",,,taxable,parent,1,,,0,0,,,,,0,,,5,,,,https://in-staramen.com/wp-content/uploads/2024/09/Red-bean-porridge-with-tangerine-peel-lotus-seeds.png,,,id:21434,,,,,,1,,Flavour,"Red Bean Porridge With Tangerine Peel & Lotus Seeds",,0
21438,variation,,"职场达人 Superfood - Collagen Meiling Porridge",1,0,visible,,"Collagen Meiling Porridge offers a creamy blend of rice, yam, and soy milk, enhanced with collagen to promote skin health. This traditional dish, popular for its smooth texture and nourishing properties, includes red dates and wolfberries for added sweetness and vitality​",,,taxable,parent,1,,,0,0,,,,,0,,,6.20,,,,https://in-staramen.com/wp-content/uploads/2024/09/Collagen-Meiling-Porridge.png,,,id:21434,,,,,,2,,Flavour,"Collagen Meiling Porridge",,0
21439,variation,,"职场达人 Superfood - Milk Bird's Nest Porridge",1,0,visible,,"Milk Bird's Nest Porridge combines the rich texture of bird's nest with creamy milk to create a nourishing and smooth dish. Packed with essential amino acids, it promotes skin health and boosts vitality. A luxurious, health-boosting treat for any time of day",,,taxable,parent,1,,,0,0,,,,,0,,,6.20,,,,https://in-staramen.com/wp-content/uploads/2024/09/Milk-Birds-nest-porridge-BACK.png,,,id:21434,,,,,,3,,Flavour,"Milk Bird's Nest Porridge",,0
21440,variation,,"职场达人 Superfood - Stewed Pear With White Fungus",1,0,visible,,"This stewed pear with white fungus is a nourishing traditional Chinese dessert. Combining juicy Asian pears with gelatinous white fungus, it promotes skin hydration and supports lung health. Enhanced with rock sugar and goji berries, it provides a comforting, lightly sweet flavor perfect for all seasons",,,taxable,parent,1,,,0,0,,,,,0,,,6.20,,,,https://in-staramen.com/wp-content/uploads/2024/09/Stewed-pear-with-white-fungus.png,,,id:21434,,,,,,4,,Flavour,"Stewed Pear With White Fungus",,0
21490,simple,,"Rugo's Seaweed Snack",'-1,0,visible,,"Rugo Seaweed snacks offer a light, crispy, and savory treat made from premium roasted seaweed, seasoned with natural ingredients. Low-calorie and rich in iodine, they make a nutritious, guilt-free snack.",,,taxable,,1,,,0,0,,,,,1,,,,Chips/Nuts,,,,,,,,,,,,0,,,,,
21496,simple,136,"Rugo's Seaweed Snack",1,0,visible,"Rugo Seaweed snacks offer a light, crispy, and savory treat made from premium roasted seaweed, seasoned with natural ingredients.","Rugo Seaweed snacks offer a light, crispy, and savory treat made from premium roasted seaweed, seasoned with natural ingredients. Low-calorie and rich in iodine, they make a nutritious, guilt-free snack.",,,taxable,,1,100,,1,0,,,,,1,,2.5,3,"Chips/Nuts, Promotion",,,https://in-staramen.com/wp-content/uploads/2024/10/IMG-20240912-WA0001.jpg,,,,,,,,,0,,,,,
21525,variable,,"Soy Milk Pudding",1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,"Dessert/ Jelly",,,"https://in-staramen.com/wp-content/uploads/2024/09/Black-sesame-soy-milk-pudding-2.png, https://in-staramen.com/wp-content/uploads/2024/09/Black-sesame-soy-milk-pudding.png",,,,,,,,,0,,Flavour,"Black Sesame, Peeled White Sesame",1,0
21526,variation,,"Soy Milk Pudding - Black Sesame",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Black-sesame-soy-milk-pudding-2.png, https://in-staramen.com/wp-content/uploads/2024/09/Black-sesame-soy-milk-pudding.png",,,id:21525,,,,,,1,,Flavour,"Black Sesame",,0
21527,variation,,"Soy Milk Pudding - Peeled White Sesame",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5,,,,,,,id:21525,,,,,,2,,Flavour,"Peeled White Sesame",,0
